date,close price,KSS_SHE,KSS_TA,KSS_TL,market cap,PB Ratio
1995-04-21,5.47,,,,,
1995-04-24,5.5,,,,,
1995-04-25,5.48,,,,,
1995-04-26,5.44,,,,,
1995-04-27,5.5,,,,,
1995-04-28,5.59,,,,,
1995-05-01,5.36,,,,,
1995-05-02,5.27,,,,,
1995-05-03,5.25,,,,,
1995-05-04,5.17,,,,,
1995-05-05,5.02,,,,,
1995-05-08,4.98,,,,,
1995-05-09,5.0,,,,,
1995-05-10,5.03,,,,,
1995-05-11,5.14,,,,,
1995-05-12,5.42,,,,,
1995-05-15,5.72,,,,,
1995-05-16,5.38,,,,,
1995-05-17,5.25,,,,,
1995-05-18,5.25,,,,,
1995-05-19,5.23,,,,,
1995-05-22,5.19,,,,,
1995-05-23,5.25,,,,,
1995-05-24,5.38,,,,,
1995-05-25,5.39,,,,,
1995-05-26,5.41,,,,,
1995-05-30,5.38,,,,,
1995-05-31,5.42,,,,,
1995-06-01,5.61,,,,,
1995-06-02,5.7,,,,,
1995-06-05,5.7,,,,,
1995-06-06,5.77,,,,,
1995-06-07,5.75,,,,,
1995-06-08,5.77,,,,,
1995-06-09,5.72,,,,,
1995-06-12,5.78,,,,,
1995-06-13,5.72,,,,,
1995-06-14,5.91,,,,,
1995-06-15,5.8,,,,,
1995-06-16,5.94,,,,,
1995-06-19,5.98,,,,,
1995-06-20,6.06,,,,,
1995-06-21,6.06,,,,,
1995-06-22,6.11,,,,,
1995-06-23,6.16,,,,,
1995-06-26,6.0,,,,,
1995-06-27,5.95,,,,,
1995-06-28,5.91,,,,,
1995-06-29,5.91,,,,,
1995-06-30,5.7,,,,,
1995-07-03,5.86,,,,,
1995-07-05,5.86,,,,,
1995-07-06,6.0,,,,,
1995-07-07,6.11,,,,,
1995-07-10,6.19,,,,,
1995-07-11,6.08,,,,,
1995-07-12,6.09,,,,,
1995-07-13,6.06,,,,,
1995-07-14,6.02,,,,,
1995-07-17,6.09,,,,,
1995-07-18,6.09,,,,,
1995-07-19,6.11,,,,,
1995-07-20,6.11,,,,,
1995-07-21,6.16,,,,,
1995-07-24,6.11,,,,,
1995-07-25,6.23,,,,,
1995-07-26,6.25,,,,,
1995-07-27,6.42,,,,,
1995-07-28,6.48,,,,,
1995-07-31,6.48,,,,,
1995-08-01,6.44,,,,,
1995-08-02,6.38,,,,,
1995-08-03,6.27,,,,,
1995-08-04,6.42,,,,,
1995-08-07,6.52,,,,,
1995-08-08,6.69,,,,,
1995-08-09,6.73,,,,,
1995-08-10,6.81,,,,,
1995-08-11,6.72,,,,,
1995-08-14,6.64,,,,,
1995-08-15,6.5,,,,,
1995-08-16,6.41,,,,,
1995-08-17,6.42,,,,,
1995-08-18,6.36,,,,,
1995-08-21,6.44,,,,,
1995-08-22,6.34,,,,,
1995-08-23,6.16,,,,,
1995-08-24,6.05,,,,,
1995-08-25,6.0,,,,,
1995-08-28,5.88,,,,,
1995-08-29,5.86,,,,,
1995-08-30,5.89,,,,,
1995-08-31,5.88,,,,,
1995-09-01,5.88,,,,,
1995-09-05,5.88,,,,,
1995-09-06,5.89,,,,,
1995-09-07,6.0,,,,,
1995-09-08,6.13,,,,,
1995-09-11,6.33,,,,,
1995-09-12,6.31,,,,,
1995-09-13,6.44,,,,,
1995-09-14,6.45,,,,,
1995-09-15,6.42,,,,,
1995-09-18,6.44,,,,,
1995-09-19,6.53,,,,,
1995-09-20,6.38,,,,,
1995-09-21,6.34,,,,,
1995-09-22,6.34,,,,,
1995-09-25,6.22,,,,,
1995-09-26,6.36,,,,,
1995-09-27,6.39,,,,,
1995-09-28,6.47,,,,,
1995-09-29,6.48,,,,,
1995-10-02,6.36,,,,,
1995-10-03,6.23,,,,,
1995-10-04,6.16,,,,,
1995-10-05,6.36,,,,,
1995-10-06,6.25,,,,,
1995-10-09,6.27,,,,,
1995-10-10,6.17,,,,,
1995-10-11,6.33,,,,,
1995-10-12,6.38,,,,,
1995-10-13,6.3,,,,,
1995-10-16,6.33,,,,,
1995-10-17,6.25,,,,,
1995-10-18,6.13,,,,,
1995-10-19,6.08,,,,,
1995-10-20,6.0,,,,,
1995-10-23,5.88,,,,,
1995-10-24,5.8,,,,,
1995-10-25,5.5,,,,,
